,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,rsi_7,rsi_14,rsi_21,macd,macds,macdh,return_1d,momentum_1d,return_5d,momentum_5d,return_10d,momentum_10d,return_20d,momentum_20d,return_60d,momentum_60d,return_120d,momentum_120d,roc_10d,roc_20d,volatility_10d,realized_vol_10d,volatility_20d,realized_vol_20d,volatility_60d,realized_vol_60d,atr_14,atr_20,sharpe_ratio_20d,sharpe_ratio_60d,sortino_ratio_20d,sortino_ratio_60d,calmar_ratio_20d,calmar_ratio_60d,trend_strength,momentum_factor,bb_lower,bb_middle,bb_upper,bb_width,bb_pct,adx_14,plus_di,minus_di,stoch_k,stoch_d,score
NVDA,182.07200317382814,182.9791330411574,177.05900115966796,180.08105825217052,177.420499420166,179.17584019373098,182.07779968261718,180.91513133132042,50.0,68.17249289193902,52.06022650714987,0.12722530012678135,-1.6643622014091706,1.791587501535952,2.5664733438725884,2.5664733438725884,6.336324218861211,6.336324218861211,10.15533685575749,10.15533685575749,2.9977096819158167,2.9977096819158167,1.5176833115933208,1.5176833115933208,3.751172881469733,3.751172881469733,10.155336855757488,2.997709681915819,34.37825772658104,112.51627312899117,35.29774979661042,153.66819536234385,37.73896774351696,289.1680196299835,5.206531384657843,5.291121498680668,1.2220530122554816,0.35256540319155766,2.250018783860268,0.6075980132284589,3.6901230792278485,0.8562075281471949,50.0,2.6317380936529933,166.2536543338314,177.420499420166,188.5873445065006,0.1258799870683416,1.0019101355835989,23.42380854050511,41.3892063475567,21.921832823551444,91.03128569570532,82.70868185414244,0.6776851820535074
AXP,312.0739990234375,311.9352897142714,305.4239990234375,308.2028073698907,302.05149993896487,307.1365232858609,320.4511999511719,318.63680498794207,72.80626519720845,67.78654839203841,55.567098000180984,-1.3934885892314242,-4.991137801962353,3.5976492127309285,-1.3437357715640585,-1.3437357715640585,4.437340145652358,4.437340145652358,4.7129111397156365,4.7129111397156365,3.8457665998270274,3.8457665998270274,-12.430167597765362,-12.430167597765362,-2.977220618519316,-2.977220618519316,4.712911139715641,3.8457665998270176,26.197787979586984,81.69141955827831,21.923868516117082,96.20596008141497,31.770529518704205,250.0932126872524,7.932005452085498,8.114053866227378,2.2746017487571915,-1.5927968782706277,4.533996959217671,-2.0898839255929853,3.333333716170822,-2.126154933849468,100.0,-4.711503244713832,288.0872100167906,302.05149993896487,316.0157898611391,0.0924629735326327,0.90992059477567,23.928202050941174,33.88524451813692,16.673238897663126,78.80971980358073,85.59048390251236,0.36990028389080254
CHTR,221.49200134277345,220.7017913860108,219.9480010986328,220.15889164923817,218.15550079345704,220.12665626755825,223.89160095214845,219.98272298828127,59.13045621005224,59.7189911944176,45.75284277344915,-0.20337300867362273,-0.7522290520079393,0.5488560433343166,-1.9755357647826433,-1.9755357647826433,-0.44132398723507604,-0.44132398723507604,0.14187580667992528,0.14187580667992528,1.7388903948875045,1.7388903948875045,10.576586992331439,10.576586992331439,-14.302494531779143,-14.302494531779143,0.14187580667991548,1.738890394887497,21.860028377079,65.79496735170528,29.67682381542475,131.7542798114335,40.999004394401254,315.1192180589058,8.106301882413408,8.146415952026539,0.8765334587800596,1.2320379832573283,1.1264686280716736,2.147498093239569,2.3813365490757987,1.9436468099070365,100.0,0.46155355586508495,210.627868948303,218.15550079345704,225.68313263861108,0.06901161618914188,0.5441378207935005,10.331892203574153,15.076027110057435,13.624855177620304,69.63617584611778,75.68625646943424,0.33263305952375655
FSLR,197.8760009765625,198.89744586978858,195.63699951171876,197.04294996272162,195.23649978637695,197.6083152219984,208.7290005493164,208.340367307021,61.0932574046544,58.2213954785729,51.903525002200965,-2.5777759706288634,-4.815575010321201,2.2377990396923373,3.1533593007367022,3.1533593007367022,4.172636489284942,4.172636489284942,9.492546529534906,9.492546529534906,2.9914981449402633,2.9914981449402633,-15.698541305034864,-15.698541305034864,-14.432900052329966,-14.432900052329966,9.492546529534907,2.9914981449402704,50.79373586066609,156.75132729684935,42.970179202654656,185.88769709024774,53.98400375535294,426.796878774325,8.01094569219643,8.17826521692217,1.066657363865923,-1.052558359831283,2.226564606578056,-1.4565064387484377,2.091836567505958,-1.6954056857149054,100.0,-9.711837094230855,185.27578532109527,195.23649978637695,205.19721425165864,0.10203742103736192,0.9132987379080209,23.330709662431442,26.26369424104674,16.31211867997039,81.88366621253236,73.41297379510017,0.32932909102090724
HIMX,8.98799991607666,8.930834415848786,8.430999946594238,8.73237641081534,8.725000047683716,8.593544557103602,8.19980001449585,8.398460542544727,88.50569326263,56.82818976094504,50.422538086857145,0.15892087325706505,0.09655943117265295,0.062361442084412105,1.5435540025722894,1.5435540025722894,16.141238808532442,16.141238808532442,10.299396615427137,10.299396615427137,-9.081935497536964,-9.081935497536964,7.971867836611546,7.971867836611546,-0.9677435563663073,-0.9677435563663073,10.299396615427138,-9.08193549753697,81.97147597805882,246.39302993130121,75.93089772210352,332.09500770769876,63.852924145712365,485.11360648385374,0.5959719524316387,0.6133845919731181,-1.2171921105695227,0.8139674754405888,-2.070057216209972,1.582144365533336,-3.532980366404154,1.9867874268489563,50.0,0.17384341847363682,7.509442936924918,8.725000047683716,9.940557158442514,0.2786377316024199,0.6994969986068778,28.35189328902595,37.5955575122404,16.93412357112033,85.0776918828595,75.8289314460287,0.25574111904362634
MSCI,546.656005859375,543.6494944277325,540.9250122070313,543.5622358630378,544.406005859375,545.1823019717024,552.547601928711,552.1967233533393,47.02978242862507,41.48294735432603,46.148797714290794,-2.9877442786280426,-4.066485723854587,1.0787414452265445,-1.7219946380121476,-1.7219946380121476,-1.523559672118957,-1.523559672118957,0.3366476804117502,0.3366476804117502,0.024238815834842775,0.024238815834842775,-8.67493220769201,-8.67493220769201,0.5887339136712022,0.5887339136712022,0.3366476804117533,0.024238815834842855,24.425728457463215,73.4422445714576,22.744504679064537,99.26920706605277,33.99550998649909,264.61143324166244,13.395004180190876,13.760982173186852,0.12164666226111066,-0.9508294253257389,0.20556140326143438,-1.3820980443558202,0.3145419651387754,-1.7885373640320594,50.0,-3.2860810642249905,524.1378715260487,544.406005859375,564.6741401927013,0.0744596279805251,0.30447077021804464,18.815529032064216,24.64922802556454,30.154982620145546,55.65381787897326,61.83019525619875,0.06428753606999743
SEDG,43.21199951171875,43.531051982114626,46.6859992980957,45.0178176359813,46.30549945831299,44.77224344540653,40.23159984588623,41.45494698511291,7.502284281144227,33.945245264799,55.84656467182667,1.0997273835185766,2.3193857600923886,-1.219658376573812,-0.1912089645385362,-0.1912089645385362,-14.338464981470356,-14.338464981470356,-16.92858973291732,-16.92858973291732,18.670076587720107,18.670076587720107,21.713776304426837,21.713776304426837,4.113681590809581,4.113681590809581,-16.928589732917317,18.6700765877201,80.18239315138136,260.29906420379007,99.28572557307017,434.29109410559494,95.05994940210829,724.5927811549765,4.032484376898954,4.008049060128202,2.6503365207600393,1.3314649132700416,5.109079089151268,2.559549328427438,13.500594472521243,3.8966757966016754,50.0,15.520637975329644,37.81746355233901,46.30549945831299,54.79353536428697,0.3666102733052442,0.23224069813485318,32.44056806967492,12.14120182215239,26.89009819817554,8.881026531215563,13.103031502442215,-0.026656564881917887
MCO,439.07000122070315,436.1713363058793,436.8059997558594,437.05603424406,435.56199951171874,439.33362501317316,448.71779968261717,452.4321342441723,39.90406968436125,45.50857090844056,42.63677517438524,-4.384189889796346,-5.68857962590994,1.3043897361135937,-2.4667969349827623,-2.4667969349827623,-3.035460111035826,-3.035460111035826,-1.126583494711697,-1.126583494711697,0.2204146689604558,0.2204146689604558,-20.095347886682056,-20.095347886682056,-8.782225138913724,-8.782225138913724,-1.1265834947117006,0.2204146689604524,26.45843487520304,79.78576901151287,23.504690271787716,102.82062311425551,36.82494461654864,290.2802428458925,12.983781879424502,13.055960431818637,0.23020880586554013,-2.369860890675438,0.3591761693411467,-3.2975298741447903,0.5045517527082702,-3.6969517009080644,100.0,-10.606682295658803,423.50882400836974,435.56199951171874,447.61517501506773,0.055345395222085744,0.16183202728010068,18.536039390444532,16.733306524465235,28.197686449001893,47.524410797178426,63.10970681810719,-0.21625407554054457
AFRM,48.64000015258789,48.28273695322445,46.64300003051758,47.43489724626438,46.05349998474121,47.342649490292686,50.278000030517575,51.637862213360776,67.0870049191794,63.31827905461799,45.86685728063116,-0.6538022175371694,-1.5952372145922116,0.9414349970550422,-0.9793910603449918,-0.9793910603449918,4.793775297286484,4.793775297286484,10.672749071901965,10.672749071901965,4.6356137595255476,4.6356137595255476,-36.11952349676727,-36.11952349676727,-29.737948467178743,-29.737948467178743,10.672749071901958,4.635613759525537,52.848030423162115,164.01987598003382,52.065623805366535,226.48084074670373,59.85834211598152,476.6239220174618,2.8076178918382033,2.8381672743982156,1.34378022580455,-2.8325952466909254,2.605307627150583,-4.080630874799458,3.6842018307366233,-3.475196581861415,100.0,-21.978509811002866,41.90061945873245,46.05349998474121,50.206380510749966,0.18035026772708793,0.7981663906589405,26.31695659289538,36.99302991726836,23.273662549085103,62.22122314824362,68.02614522356397,-0.23317826920738302
SPGI,428.1739990234375,424.3907388399376,424.6369995117187,424.8926757655378,423.3300018310547,426.12040718605374,433.47179931640625,440.79772486606333,38.07691912678467,45.293080243337286,44.657517487654005,-3.3337099389592026,-4.88042643178234,1.546716492823137,-2.0974721301991295,-2.0974721301991295,-3.6506146443745946,-3.6506146443745946,0.7200875579589816,0.7200875579589816,-1.0197757099863036,-1.0197757099863036,-23.376856646517872,-23.376856646517872,-11.996605408254158,-11.996605408254158,0.7200875579589797,-1.019775709986308,29.982958576713344,90.11083846830128,27.615818638723894,121.1698109533126,41.23715185874456,331.4997712376134,12.574223046697185,12.344637384760006,-0.33532944465516373,-2.4948144782923865,-0.5035890600660389,-3.0495533348220603,-0.9082900157397528,-3.6125699114714145,100.0,-13.255656994079287,405.8880768479125,423.3300018310547,440.7719268141969,0.08240344368553891,0.27324783786865847,25.272977258658578,16.76145269053478,35.29209960386487,57.45967593280184,72.63124756406742,-0.2628982557510612
VZ,47.92600021362305,47.67954949728208,48.92300033569336,48.52225139851261,49.687500381469725,49.12212763810433,49.01400009155273,48.127684402330246,0.23928531990949864,19.969563874866466,26.229535107686914,-0.3861785874997281,0.15778886897492397,-0.5439674564746521,-3.64168670620284,-3.64168670620284,-6.8016204586377915,-6.8016204586377915,-9.262910144786328,-9.262910144786328,-9.065771391971179,-9.065771391971179,18.021027676162802,18.021027676162802,14.073340483842745,14.073340483842745,-9.262910144786327,-9.065771391971174,17.15052152943073,71.59392509918673,18.921547733179256,89.74752324541846,31.496857262964113,236.54802129058447,1.062790948816887,1.0357498184395568,-6.222621141343278,2.3608035115425468,-8.2637187555269,6.728635142704788,-11.328772547082524,7.154510152804477,0.0,8.710681798026592,47.11283907450826,49.687500381469725,52.26216168843119,0.1036341650191625,-0.20834549307128944,39.61712090873266,6.533412447500796,44.711769105327,12.10188961350282,11.723212123716346,-0.35367106579748664
FISV,56.15400009155273,56.12630481884724,55.66100006103515,56.12584699606406,56.325500106811525,56.77326302288824,59.16599998474121,59.868077444619274,53.56266507705314,45.55353820324873,42.84016273331035,-1.0783239946737666,-1.34499306076549,0.2666690660917235,-0.5672747663354238,-0.5672747663354238,-0.12464333157836682,-0.12464333157836682,0.99027588763827,0.99027588763827,0.035670515199792696,0.035670515199792696,-15.97003722458743,-15.97003722458743,-53.6867311783386,-53.6867311783386,0.9902758876382793,0.03567051519980319,27.358268588378447,82.32219781471541,24.839683121375934,108.5672884904459,38.36703909247784,298.45919211539825,1.8832582078479658,1.9385199635944104,0.13650313207812306,-1.712171102116917,0.2193080009758691,-2.6415439664647304,0.21739937316660182,-1.3396503856793767,50.0,-22.483333088776615,54.23168527079933,56.325500106811525,58.41931494282372,0.07434695944258415,0.4437629464236295,13.59404083468685,20.95237817447861,24.99178636524871,61.9047878550905,57.60235902801716,-0.41468300676811515
CMCSA,27.929999923706056,28.03973552372647,28.156999778747558,28.22891518254703,28.71999979019165,28.736050263913533,30.144599952697753,29.273323385224177,31.250011462442615,36.20251905418613,30.473372447157118,-0.633806160016853,-0.60229608195081,-0.031510078066043,-1.3422789400746926,-1.3422789400746926,0.0,0.0,-2.75069299117765,-2.75069299117765,-7.39389772386777,-7.39389772386777,-1.9311771274605816,-1.9311771274605816,1.8500030116748611,1.8500030116748611,-2.750692991177649,-7.3938977238677746,21.13849621291728,65.01658778709715,24.601854236412724,112.05540312339524,24.293231904598127,187.28600784767193,0.667496106491092,0.694824697604137,-3.807782941250778,-0.21711901065786185,-4.821481303884721,-0.34055334683379684,-7.510758620469949,-0.35542842008104636,0.0,-2.4356392646421052,27.15204437587156,28.71999979019165,30.28795520451174,0.10918909650240118,0.24807973562231808,29.838982934477542,15.47820698302922,17.078005663009584,26.3079310936665,20.584363512716042,-0.44491619477095046
SNAP,4.802000045776367,4.789465961662161,4.609000039100647,4.698749043408404,4.550500023365021,4.69907983913108,5.00739999294281,5.212881567200732,59.482771377928024,56.29630067875137,49.397590794053265,-0.08716571193563194,-0.19248566269035378,0.10531995075472184,-2.626255406322109,-2.626255406322109,4.103672840694994,4.103672840694994,20.19949866699644,20.19949866699644,3.655915544245003,3.655915544245003,-39.67458936501521,-39.67458936501521,-37.88659755805308,-37.88659755805308,20.199498666996448,3.655915544245001,89.77138570563301,274.63170062147645,79.51998750693403,341.9049189785241,64.41619980744737,509.72990075268785,0.3231537050057167,0.3086531165239557,0.9398450686328773,-2.962348002449596,1.8193325963651803,-4.496570301702729,2.7870477481357137,-3.4513085682674176,100.0,-26.139040350148505,3.984834187149783,4.550500023365021,5.116165859580258,0.24861700178475635,0.7382149769725626,32.50242391127261,31.684507682430656,14.173813998848988,79.00651979803551,81.23607947004939,-0.4508922857587712
NTAP,97.91600036621094,97.77944648764601,100.0879997253418,99.292431122575,101.21149940490723,100.2642594973637,100.63579971313476,101.53254209811655,25.75075363183818,38.855420005758155,47.640832387385686,-0.8860148672032011,-0.12770231569824736,-0.7583125515049538,0.27176977234946165,0.27176977234946165,-7.179485513783812,-7.179485513783812,-8.157009949256677,-8.157009949256677,-1.0316723376164072,-1.0316723376164072,-10.579789898647384,-10.579789898647384,-19.65661718657199,-19.65661718657199,-8.157009949256674,-1.0316723376164096,31.85437143776595,105.5098507535399,32.768827355390286,143.07680276693753,40.26495722349749,314.59166827302545,3.287861255977376,3.3007488853269353,-0.24275086524861877,-0.9637171988286206,-0.41722092836200725,-1.3857804466470982,-0.8537300097793447,-1.832600298654381,0.0,-10.438402816715474,95.92163667086719,101.21149940490723,106.50136213894727,0.10453086388686707,0.000790534152689311,31.594374469712886,10.697214138995903,34.01632066470525,15.460738449496356,18.300908811800202,-0.5273767768814255
TTWO,198.45400390625,198.17083080259508,197.06100158691407,198.18301384223957,199.00900115966797,199.82740095606187,204.15320037841798,208.03892303912014,48.660457935146766,45.7538179748026,36.61703333805254,-2.876045404765989,-3.648848210556981,0.7728028057909917,-0.4948223743692415,-0.4948223743692415,-1.4009045186232472,-1.4009045186232472,1.2068642608789037,1.2068642608789037,-5.7982742834477685,-5.7982742834477685,-20.37253911263013,-20.37253911263013,-23.97870656472244,-23.97870656472244,1.2068642608789006,-5.798274283447766,27.48589476014623,82.80215425493806,26.51865777942568,118.59636945037589,37.9463989988393,299.16114367841044,5.742542798761642,5.935046366160977,-2.7064216121015394,-2.326953218369864,-3.767477700823749,-3.217946049418959,-5.69364893191595,-3.3600036312470642,50.0,-17.082109899503113,188.4932562638743,199.00900115966797,209.52474605546166,0.10568109818667694,0.40780520758806044,25.51524291295753,18.783322485952585,27.707165888002745,63.649641745232685,60.17214002335754,-0.5393021807866955
SNPS,400.4580017089844,399.1126916800973,395.5070037841797,400.8436265398713,408.01450500488284,407.26610752317737,423.84660400390624,424.87129211394165,43.61057024155638,37.61466976078049,37.216009260612346,-9.341263792829693,-10.14716103377745,0.8058972409477576,-3.1314883860692033,-3.1314883860692033,-0.9369925137712509,-0.9369925137712509,-2.4157287418254736,-2.4157287418254736,-6.32403776010948,-6.32403776010948,-23.360687848815985,-23.360687848815985,-10.895052394978144,-10.895052394978144,-2.4157287418254727,-6.3240377601094755,41.60443768122419,126.51627644476456,37.54783370341029,166.18002479159838,43.12579498492731,339.10484497548407,14.570605569677618,14.901126494342444,-2.0092407246930772,-2.37079543218724,-3.0854429425877385,-3.48042602460468,-5.396778989858775,-3.565751286797142,50.0,-14.51000218605268,376.4030965742838,408.01450500488284,439.6259134354819,0.15495237567703998,0.25049332576971645,26.2026213855751,19.848143572085135,31.181000966648703,36.84548481081654,37.46475180521735,-0.6543585865749356
HPQ,18.61599998474121,18.586977351993127,18.923999977111816,18.75691222594437,18.83849992752075,18.84785073292603,18.94619998931885,19.372542723738622,31.93915329525882,49.89200605903065,48.45202056512462,-0.11372627469858543,-0.05901712824285719,-0.05470914645572824,-0.6528777876166125,-0.6528777876166125,-6.406970709049753,-6.406970709049753,-5.486539765455345,-5.486539765455345,-3.6411636215184395,-3.6411636215184395,-13.377607708873452,-13.377607708873452,-32.86764810035795,-32.86764810035795,-5.486539765455349,-3.6411636215184346,30.96991383066745,97.28880451028084,29.42839781657842,129.03583585259878,31.6087750928122,245.22568346780105,0.7222223418509157,0.7234186816464075,-1.4467933162637034,-1.75011429348414,-2.5265423819671837,-2.8712481695342733,-6.645388468724516,-1.7757259047574263,50.0,-16.303686600112297,18.01650567907956,18.83849992752075,19.66049417596194,0.08726748431177964,0.1481120763703835,20.743073620168882,11.516412528397426,16.800452511571677,23.205453314817117,29.914065631067814,-0.6951717305376864
FROG,46.54600067138672,45.563111195286126,46.482500076293945,45.94841369063864,45.09375,45.479198820642864,45.512900009155274,46.94073972310514,33.24300276987691,51.9411535910293,52.30407432204767,0.3806862515937084,0.32180743317006055,0.05887881842364784,-2.789019094250478,-2.789019094250478,-14.601855958359577,-14.601855958359577,-7.8661237235381325,-7.8661237235381325,3.1749865133283928,3.1749865133283928,-26.40898764247226,-26.40898764247226,-7.412165942271898,-7.412165942271898,-7.866123723538129,3.174986513328401,82.23767863639557,248.08711593141172,71.82544827940112,308.45484887485026,86.64557619348493,704.2349546984933,3.516687243433377,3.4324100476167354,0.8829566216841818,-1.0275185831084583,1.8686734599357766,-1.4275612930074615,3.0890491024269013,-1.7941235570908025,100.0,-11.834748885671955,39.540806893045094,45.09375,50.646693106954906,0.24628437896404295,0.3312832723830668,25.30307214611262,16.85362185937243,28.310996761954847,34.36363682602389,52.7296660721716,-0.7624327904738705
GDDY,81.43000030517578,80.81212000233165,81.39599990844727,81.44430670097368,82.13950004577637,82.83311575989136,87.68080001831055,89.54649758568924,30.484995370382606,35.35565462948961,38.63280003330235,-2.2487545187131843,-2.5353031106433233,0.28654859193013893,-2.038548895613601,-2.038548895613601,-2.91416347101493,-2.91416347101493,-2.9854427275014306,-2.9854427275014306,-1.8080484018237253,-1.8080484018237253,-27.44326335905043,-27.44326335905043,-38.05468678474426,-38.05468678474426,-2.9854427275014315,-1.8080484018237228,29.84470974868166,91.25752494549154,31.516106839987707,138.2637250117772,51.84386810058403,413.30234963168726,3.194262741759493,3.3364318557433768,-0.5784164369283042,-2.329308763087057,-0.8833463157706726,-3.1933444803216653,-1.225075688944271,-3.075918749555635,50.0,-22.93612589959057,78.84813109322899,82.13950004577637,85.43086899832376,0.08014095412592251,0.06712553783378926,15.857525667884362,17.052263920285856,27.17776322443867,24.118229203909394,36.11922851938329,-0.7831972642551092
