,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,rsi_7,rsi_14,rsi_21,macd,macds,macdh,return_1d,momentum_1d,return_5d,momentum_5d,return_10d,momentum_10d,return_20d,momentum_20d,return_60d,momentum_60d,return_120d,momentum_120d,roc_10d,roc_20d,volatility_10d,realized_vol_10d,volatility_20d,realized_vol_20d,volatility_60d,realized_vol_60d,atr_14,atr_20,sharpe_ratio_20d,sharpe_ratio_60d,sortino_ratio_20d,sortino_ratio_60d,calmar_ratio_20d,calmar_ratio_60d,trend_strength,momentum_factor,bb_lower,bb_middle,bb_upper,bb_width,bb_pct,adx_14,plus_di,minus_di,stoch_k,stoch_d,score
APP,396.96800537109374,391.9798574487146,391.0330017089844,398.15565864296934,416.45150299072264,411.8138990559385,431.8086016845703,449.3045898914589,46.04634649200827,38.116757069106825,36.970510691761085,-18.20310572547254,-17.289663717399513,-0.9134420080730266,3.2283562170890123,3.2283562170890123,1.2966870691150545,1.2966870691150545,0.04345835521788466,0.04345835521788466,-12.896976258256698,-12.896976258256698,-41.46538414000614,-41.46538414000614,-35.38171813241369,-35.38171813241369,0.04345835521787723,-12.896976258256702,66.08216097990827,195.3337213732121,64.87164486759337,290.0148141201481,97.19521843823551,781.5869371752954,29.782066784633002,29.39703642837216,-2.3609142555877964,-1.804825261787587,-3.679889564748605,-2.5713795755517532,-5.457601139161006,-3.5094603184977204,50.0,-31.06976197320357,354.75667617409107,416.45150299072264,478.1463298073542,0.2962881698040406,0.2968103696730743,18.52221906429388,23.837577967462888,23.62872251924554,19.840308566409863,27.011661881697524,-0.7862376828816845
RBLX,56.177999877929686,55.97041861585855,55.941000366210936,56.24663551707788,56.39400005340576,57.3452445957194,61.85500038146973,63.17343806340082,44.90009988006369,46.956911217901514,42.64706071410332,-1.907507582195727,-2.354225917369659,0.4467183351739319,0.7612869269207234,0.7612869269207234,-7.519548181447333,-7.519548181447333,3.2312009800761654,3.2312009800761654,-1.2610996342701242,-1.2610996342701242,-34.44575689618967,-34.44575689618967,-58.6660734017046,-58.6660734017046,3.231200980076158,-1.2610996342701295,64.16695973758998,189.83705069826456,54.63553880756399,235.40146797651872,68.75568299873633,538.6464091321268,3.2451570516974892,3.263051253396724,-0.03724140670778449,-2.2305274697226185,-0.07478076782328713,-3.571947083420548,-0.08853393125181704,-3.4338788926146964,50.0,-31.756454669268287,52.27628772607616,56.39400005340576,60.51171238073536,0.14603370299783944,0.40237298809321176,23.174879079859295,24.642936587379964,20.71323458788224,44.18522303100813,51.07812052069739,-0.8469226062370874
CRWD,404.4099975585938,397.0007487106257,395.4529968261719,399.43716458096816,405.5559967041016,402.88572887974374,407.5011999511719,415.3675080990905,43.269112159341994,41.02395372733637,35.963468655758575,-4.795175114132576,-4.688647068310297,-0.10652804582227837,-3.9677723605750725,-3.9677723605750725,-5.036080965478562,-5.036080965478562,-3.463910720964769,-3.463910720964769,-14.15953669459814,-14.15953669459814,-19.016281801886915,-19.016281801886915,-21.402654256535346,-21.402654256535346,-3.4639107209647726,-14.159536694598145,67.37152391428846,205.3814718277367,55.168084616597426,249.34279351875065,55.76378652744537,438.0164171729687,23.155483641681165,21.9969127731982,-3.208265319655923,-1.3056032142439176,-4.5589985161723,-1.8390398402313621,-10.798699693412006,-2.1942501137726635,50.0,-18.27517000609481,362.9804163293133,405.5559967041016,448.13157707888985,0.2099615378433273,0.18836587244570638,25.904505983375042,26.999986241395426,40.51805389710986,43.434774540516855,56.9485344400638,-0.9083684069747888
CDNS,279.0080078125,276.54749473551067,277.44700317382814,278.76912281441565,282.3880020141602,282.25984840079803,288.83260009765627,290.73865636040625,34.1057142789041,37.94607671910508,35.658210446006365,-4.644888521363555,-4.422783812274135,-0.22210470908941993,-5.462441041270461,-5.462441041270461,-4.685705188502876,-4.685705188502876,-5.331049716835324,-5.331049716835324,-8.494076550008478,-8.494076550008478,-17.767595595327045,-17.767595595327045,-18.069389772672515,-18.069389772672515,-5.331049716835324,-8.494076550008483,43.12053253118876,133.49281666627252,35.1412789336914,157.35759480816284,44.35718649544947,344.3646590958065,10.291454400423001,10.155005884834848,-3.0075959522999476,-1.63031580046298,-4.53409887719904,-2.5895769264165924,-9.343311718364692,-3.5145518535632143,50.0,-15.076078134935116,267.2986087048073,282.3880020141602,297.47739532351306,0.10686993216231784,-0.05429658466395262,22.70990945343774,17.855292865295702,39.563086049521864,38.04317938055173,43.66258172040307,-0.939669156186494
IBM,240.29800109863282,237.9830306834117,240.8770004272461,240.5154456078082,243.81199951171874,243.6547677011355,256.3411996459961,255.45165430431348,24.902895677886292,39.02292681383252,38.22649633271188,-4.7008073885338035,-4.708310375028262,0.007502986494458241,-2.7068042698362382,-2.7068042698362382,-7.011609001652419,-7.011609001652419,-4.514422040290855,-4.514422040290855,-6.831394811567993,-6.831394811567993,-23.88178133022051,-23.88178133022051,-16.382217818563227,-16.382217818563227,-4.514422040290856,-6.831394811567996,26.75938044757426,83.70871682461608,29.92680703215081,133.1835102045418,46.218622094749676,369.69887926958427,7.266491270819037,7.391697691981691,-2.8314186377066926,-2.2384021112049317,-4.552497367984353,-2.944317597563281,-8.560776803216989,-3.5632154317655993,0.0,-16.51679632112757,231.79408147013714,243.81199951171874,255.82991755330033,0.09858348289378562,-0.043022716568847444,19.652248174749527,16.387375646447214,30.572333145396154,21.33931516752894,35.046313373033705,-0.9756446590124971
SOFI,16.272000122070313,16.206495691687216,15.910000038146972,16.215748769285096,16.465000009536745,16.649985849553495,18.418600101470947,18.70169154387145,59.9999775606018,42.73503994835487,32.03731521263228,-0.7551353725250394,-0.946899121046421,0.19176374852138167,-0.3073211001989873,-0.3073211001989873,2.334378062964171,2.334378062964171,2.2054154399452353,2.2054154399452353,-8.361589750232168,-8.361589750232168,-40.23581548221766,-40.23581548221766,-39.022559846827,-39.022559846827,2.205415439945229,-8.361589750232168,40.65505422205311,121.9245813631896,34.324951249306764,152.73665843106156,43.62212681021917,353.77942317758084,0.7857824787827128,0.8164690338318716,-3.0356429942719845,-4.718973238233983,-5.273873287411215,-7.0022228143181025,-4.89223669709311,-4.2656305511733725,50.0,-30.309571072004815,14.960319528532205,16.465000009536745,17.969680490541283,0.18277321349930253,0.41858713551640986,36.0836497290672,31.469662289123704,22.315220632700115,47.83103330174014,45.851400389621176,-1.0151995185582472
HOOD,70.11400146484375,69.84947974358036,69.00600128173828,70.03668136119585,71.02600059509277,71.51068174554281,76.38740020751953,79.56611014389692,49.29935835259312,46.946842486329295,39.09549602819445,-2.5715994369427335,-3.153758032540565,0.5821585955978317,-1.3262981585109967,-1.3262981585109967,0.42090117431770047,0.42090117431770047,-1.6488927617270055,-1.6488927617270055,-9.104046315194015,-9.104046315194015,-42.456750107565966,-42.456750107565966,-47.36001129317538,-47.36001129317538,-1.6488927617270086,-9.10404631519401,53.715997792143966,161.2111414824661,53.83897534591343,237.29411953685124,70.74685636997343,556.3046695152735,3.9575876848985745,4.01881899796576,-1.9730628329676336,-2.9181359907084885,-3.4791433688268802,-4.696871075646723,-5.121982358068084,-4.290482494787648,50.0,-33.92191732553721,64.98136271653954,71.02600059509277,77.070638473646,0.17020915799589198,0.34813001286638207,25.75717716505857,30.65033081309489,33.137896813165305,47.823067534962966,48.758824814527834,-1.1296885435578718
SHOP,115.8259994506836,114.523999593238,115.81399917602539,116.06044610174814,118.47399978637695,118.23210605419776,121.23339950561524,124.83322557103094,23.917399277825666,42.52185235172928,35.008807324704435,-2.9197284626757636,-2.690353086745493,-0.22937537593027058,-1.4148392745598426,-1.4148392745598426,-6.308667301879622,-6.308667301879622,-4.0197516913983655,-4.0197516913983655,-12.189900512500362,-12.189900512500362,-33.833015229262756,-33.833015229262756,-29.239320602375685,-29.239320602375685,-4.019751691398361,-12.189900512500367,52.48271891847956,159.14809079493753,49.02616228018501,219.31999366495992,62.658402503865794,493.63426732779345,6.370329416828021,6.421909440935132,-3.0967186143726027,-2.4472032883064667,-5.003300985918662,-3.710015619257892,-8.889596296915773,-4.35344952008662,50.0,-25.961972426167918,108.9585712486585,118.47399978637695,127.9894283240954,0.16063319470729318,0.09623474442633835,20.87417334757251,23.813120964345764,38.16761452114502,28.266746922904545,36.91995483960258,-1.1738894277335405
ADBE,235.82000122070312,233.31875212021959,238.24400024414064,237.42512482144582,242.13000030517577,243.66832190713694,258.38899993896484,261.34151695158107,12.610732376618472,28.294002937867816,23.76302113515092,-8.496250696334442,-8.08261930364849,-0.41363139268595184,-1.9961713008419424,-1.9961713008419424,-7.232830642955202,-7.232830642955202,-6.4471929859235,-6.4471929859235,-16.468972079775558,-16.468972079775558,-27.290029545719065,-27.290029545719065,-31.552410599386793,-31.552410599386793,-6.447192985923501,-16.46897207977556,30.672941231075377,98.51771298813668,37.97131383480088,180.9481654996832,36.318113286606874,290.6962732891655,8.272269951230182,8.463910525142898,-5.759252474013123,-3.4938415015554427,-6.923252237745881,-4.659560093264095,-12.715012806845841,-3.856720645081379,0.0,-25.322426622036332,228.153829369904,242.13000030517577,256.1061712404475,0.11544352965478437,-0.10030727584020709,42.53264446609518,10.440182503428732,34.82821009360264,16.168651792803164,26.213687704101734,-1.3869877894276281
MDB,242.97000122070312,237.94566382898856,243.28200073242186,243.709584839734,252.3604995727539,254.36318441454486,295.8781982421875,289.198339024587,26.055962888128576,32.21536740334004,33.500955846665974,-16.242506562404003,-17.562031781627862,1.3195252192238591,-1.5425545601929547,-1.5425545601929547,-10.734038674568701,-10.734038674568701,-6.353614849392186,-6.353614849392186,-13.322846671525813,-13.322846671525813,-45.04973476818917,-45.04973476818917,-28.12152296448923,-28.12152296448923,-6.3536148493921845,-13.322846671525815,52.625863230681006,165.16181850342392,51.792374699390024,235.5218536882425,74.68074573896149,618.9582913870519,14.521643813476866,14.880838764478309,-3.2144790986103047,-2.956809588276797,-4.403096167711743,-3.786927521376345,-5.684269030679273,-4.736932640858286,0.0,-30.453204798080183,224.05446495696552,252.3604995727539,280.6665341885423,0.22433015201436424,0.03348282472281352,27.538433429680413,16.725776529134414,39.51778819620282,19.172012599499105,31.784646519501205,-1.4596593689457706
DDOG,112.77800140380859,111.50601423731219,115.1260009765625,114.90513530483678,120.84449996948243,117.95849308976021,120.03150009155273,122.28852861085909,13.521282195018415,27.245435618094717,31.317565913091883,-3.116425426235125,-1.476672733656472,-1.639752692578653,-3.3125348680051125,-3.3125348680051125,-12.45430191737662,-12.45430191737662,-15.229283861958908,-15.229283861958908,-17.13589201635124,-17.13589201635124,-16.039838448938625,-16.039838448938625,-30.29701394265938,-30.29701394265938,-15.229283861958907,-17.13589201635124,54.90887532571629,188.83823136706184,49.44175974535312,230.2659192326567,67.0904087199281,518.3904309357514,7.398668926213663,7.210483603761168,-4.526668933839097,-0.7619929253503603,-5.678029057849251,-1.2233796711321927,-11.346792740732186,-1.0979857383530764,0.0,-20.645807167278633,106.88068141138626,120.84449996948243,134.8083185275786,0.2311039155546596,-0.05409260577681835,31.141906958818463,12.001601261526737,39.34853174289022,13.209150297085584,16.51190383018014,-1.4630710119864505
TENB,17.408000183105468,16.956505162228446,17.21900005340576,17.439442045431186,18.44000024795532,18.182531755760504,19.82400005340576,19.791461851734258,38.888891564744654,29.212247938747794,28.279876572798756,-0.9417037689280185,-0.8303432822630938,-0.11136048666492471,-2.2547162420791578,-2.2547162420791578,-8.759948890000125,-8.759948890000125,-12.301803648844311,-12.301803648844311,-20.94627801001033,-20.94627801001033,-29.151937509056538,-29.151937509056538,-45.04967241500194,-45.04967241500194,-12.301803648844308,-20.946278010010335,75.61164147545203,242.38805247242513,59.56182728424431,279.5324553431308,58.312169908029595,464.6803872895373,1.1557846138781698,1.1371915123243024,-4.650949805896364,-2.1793792328309403,-5.8958363619600105,-2.9359884824916906,-12.644967109335534,-3.6794069028310847,50.0,-31.4595601311263,15.449615524797112,18.44000024795532,21.43038497111353,0.32433673350842723,0.09871395244868579,38.45091153095765,11.71142463844799,36.99558677636026,21.129428285570246,34.41585892513251,-1.5958409932882744
FIS,45.71199951171875,45.2549863846333,46.12699966430664,46.11071618209,47.690999603271486,47.277659385288736,49.27359992980957,50.50063873356595,28.308827654298824,23.60198175910766,28.847363249730122,-1.5147939579599452,-1.3129918224707569,-0.20180213548918835,-4.23935072826267,-4.23935072826267,-6.308062056363239,-6.308062056363239,-8.521410943956942,-8.521410943956942,-11.956962221563295,-11.956962221563295,-32.47704084511308,-32.47704084511308,-34.0981605518669,-34.0981605518669,-8.521410943956939,-11.956962221563293,38.34491505149715,124.54550457398878,30.982784620585118,143.7412440499999,35.62942474027341,290.1759738824796,1.6812049530779087,1.6696236739576933,-5.0134794228667054,-4.434932318481406,-6.742772927878782,-5.743328865406296,-11.081928806490298,-4.770795837511271,0.0,-26.80735317007429,43.81213416378044,47.690999603271486,51.56986504276253,0.16266656064071944,-0.05699285510065156,34.305149506435015,10.718458212390852,38.263960979641844,18.295515238910735,26.03954254311677,-1.6065885023363293
NICE,107.09400024414063,104.81925716591925,108.61599960327149,107.88029365459775,112.06950035095215,110.80508991355795,113.17160064697265,113.19015640263676,16.481299696637166,16.309160275948116,21.25712930672998,-2.9991094505085982,-1.6515156445380383,-1.3475938059705599,-7.141488751536418,-7.141488751536418,-14.310951753513933,-14.310951753513933,-11.34265903183328,-11.34265903183328,-18.04663780010445,-18.04663780010445,-16.42974045400517,-16.42974045400517,-24.41950851812352,-24.41950851812352,-11.342659031833282,-18.046637800104453,45.389796124457945,151.90805652421903,38.64437997830267,186.43221466540658,50.480095582974826,385.21594241861317,5.043342716524581,4.868548542471141,-6.267998499105366,-1.2469322245443433,-7.36858295622306,-2.236909695284035,-12.91134577428977,-2.5908046689803106,0.0,-19.31174007707046,100.80428126705662,112.06950035095215,123.33471943484768,0.2010398734467066,-0.16885074487788376,26.748489067653075,11.762866980956023,48.83312804580385,13.428508472980182,25.986551458058713,-1.6807247112599875
CRM,176.03400268554688,173.8530236682077,180.46000061035156,178.8113365929384,186.079500579834,183.98724020884404,190.96699981689454,195.68753692480007,3.9846907357864723,22.030138796720962,30.942103696425477,-6.225019277205888,-4.586677935035613,-1.6383413421702748,-3.4474680592517903,-3.4474680592517903,-11.870919345745357,-11.870919345745357,-11.139836642842827,-11.139836642842827,-17.221995320985105,-17.221995320985105,-31.568900529101327,-31.568900529101327,-32.94308670168,-32.94308670168,-11.139836642842823,-17.22199532098511,36.23177232446185,124.44917730130362,37.85905708412146,180.10888605996033,40.81469749160597,326.0509635536123,7.410763483339173,7.451504895950697,-6.078476992383826,-3.6883774620269243,-8.077780889355386,-5.303155553806397,-13.67378270120641,-4.550728429163188,0.0,-27.677084818440065,168.57066308837523,186.079500579834,203.58833807129275,0.18818663460402957,-0.10310954043263595,30.311887620280167,7.385830007614579,38.257369825228466,6.208742263786509,11.133961106654212,-1.7353314595709648
WDAY,120.39199981689453,118.54054059661728,124.61399993896484,122.93315817161756,128.55249977111816,128.09670157774087,139.98099899291992,143.82118238334536,13.464739944328429,24.14018718940389,28.430370658232164,-6.86783647113208,-5.9765787506485815,-0.8912577204834982,-0.49531007490384305,-0.49531007490384305,-14.940265634000639,-14.940265634000639,-12.088771644240925,-12.088771644240925,-16.132398604527197,-16.132398604527197,-43.6231529543898,-43.6231529543898,-50.571178829919084,-50.571178829919084,-12.088771644240925,-16.132398604527197,50.34954186729465,166.4241843360365,42.9298269847538,200.2910771486798,49.6201147928204,403.08399142565196,6.1918080676764955,6.276959015217007,-4.933051366236993,-4.580973433828254,-6.453005121636382,-6.4676044314286765,-11.818358948761341,-5.084198811691133,0.0,-37.46033441208981,114.93381851129874,128.55249977111816,142.1711810309376,0.21187734636147665,-0.08935588053152695,42.83837840668528,7.610484055576054,41.99230004785765,6.625982210483727,15.988479384632102,-1.8544877221488547
INTU,385.947998046875,379.2829666987644,405.5940002441406,398.02490021772695,425.697998046875,414.4842726697545,425.89620178222657,449.00398075494854,0.0,15.311669898535115,27.79238230976597,-18.132685078838392,-10.206786817680541,-7.925898261157851,-2.9721584581927973,-2.9721584581927973,-16.933347539426425,-16.933347539426425,-18.867180130547933,-18.867180130547933,-19.348241099595043,-19.348241099595043,-42.02022444899156,-42.02022444899156,-45.75804761457335,-45.75804761457335,-18.86718013054793,-19.348241099595043,45.83852722571869,175.46311701424577,44.59362354090081,212.1465306745817,53.94272195890364,435.15943090699085,20.995907446248566,20.797516048643683,-5.826944869385107,-3.955109476080092,-7.589121744568369,-5.749213781281467,-11.015453676246345,-4.541326323416094,0.0,-36.33997639384714,366.26325173474805,425.697998046875,485.13274435900195,0.27923432379206253,-0.12890817446136957,41.288113456731814,7.688490694313686,51.913023697520686,5.8643813529537,5.857187359402449,-1.9781257155838503
PATH,10.361999893188477,10.153423835256133,10.672999954223632,10.55782869277251,11.188999938964844,10.939558619548778,11.419599952697753,11.776865969791512,10.185158612456135,18.837200224623615,27.94117399565461,-0.4470797707511345,-0.29964975167406216,-0.14743001907707232,-5.633797681918895,-5.633797681918895,-16.548039987123698,-16.548039987123698,-15.036230553876596,-15.036230553876596,-17.502196931819157,-17.502196931819157,-41.264871899804604,-41.264871899804604,-41.11738898464877,-41.11738898464877,-15.036230553876596,-17.502196931819164,46.587766167390285,163.97049470378346,51.717115595253524,240.04029821901048,58.77515538384237,468.5697493173053,0.6359816508028219,0.6448200496606246,-4.413356232203318,-3.494104161268868,-5.8835950698011645,-5.284268711074103,-9.25623327856937,-4.236919461810527,0.0,-34.09182453486222,9.647614414184698,11.188999938964844,12.730385463744991,0.27551801469090875,-0.08680965775319281,33.832867195919086,8.139235288097797,40.70462598849573,4.592850563461155,10.398670380142738,-2.089100444857475
NET,199.87200012207032,192.50851654374333,202.0470001220703,199.9308121777247,208.7979995727539,202.58279959361727,193.5736004638672,199.0584099275396,17.782875423851834,28.70834388778931,34.48647715333014,-0.7902666637083087,3.5826393160375423,-4.372905979745851,-13.499092021048508,-13.499092021048508,-21.115780827020735,-21.115780827020735,-20.530147236091867,-20.530147236091867,-21.27197915579352,-21.27197915579352,-11.509724152379597,-11.509724152379597,-21.007563711220556,-21.007563711220556,-20.530147236091867,-21.271979155793524,91.01127718548666,307.1888969864908,74.36390747189755,345.0234369596124,71.88036395940681,561.3850409233235,16.28369486733007,14.861619042035747,-3.6617856275023626,-0.35334701426165954,-4.993551425085854,-0.5436564918488358,-10.497396143739614,-0.7720501239628694,0.0,-17.28775252105606,183.35243575817492,208.7979995727539,234.24356338733287,0.2437337892762012,-0.3215183279931106,31.15791735660637,12.47863068498883,41.348603913955536,30.505389156398593,46.61141261245701,-2.10125958640373
OKTA,73.3259994506836,70.79473533798023,75.3375,73.94423563658849,77.05925064086914,76.02617126768355,79.03380020141601,79.10667253784864,9.49691416772609,31.01077755676144,32.43825226661323,-2.1907681835496504,-0.9714378875442101,-1.2193302960054404,-7.1281016510950534,-7.1281016510950534,-21.523882791800787,-21.523882791800787,-20.723100928973494,-20.723100928973494,-20.291320154918747,-20.291320154918747,-33.103007856565114,-33.103007856565114,-28.25219363579231,-28.25219363579231,-20.723100928973487,-20.29132015491875,80.55118034195871,275.86361485159557,66.19739629327954,307.93364685212845,60.12910856057545,475.10144252337454,4.612054025433271,4.394437390122201,-3.9665777564335136,-2.49870119188397,-5.062759076886356,-3.6023765601502435,-11.7198712991791,-4.610565761810187,0.0,-27.804257279839362,68.04946511919613,77.05925064086914,86.06903616254215,0.23384046553119686,-0.28410580927290063,28.266343369848016,9.049480518383502,48.92686318889658,13.506798878103831,38.494932179759175,-2.198856714222587
